,name,borough,zip
129,5 St & Market St,Brooklyn,11251
907,Clinton Ave & Flushing Ave,Brooklyn,11251
877,Dock 72 Way & Market St,Brooklyn,11251
195,Nassau St & Navy St,Brooklyn,11251
322,Park Ave & St Edwards St,Brooklyn,11251
1348,Railroad Ave & Kay Ave,Brooklyn,11251
241,Sands St Gate,Brooklyn,11251
1493,Station demo,Brooklyn,11252
1052,31 Ave & 30 St,Queens,11369
575,31 Ave & 34 St,Queens,11369
208,31 Ave & 57 St,Queens,11369
1453,31 Ave & 61 St,Queens,11369
131,31 Ave & Crescent St,Queens,11369
1150,21 Ave & 80 St,Queens,11370
772,76 St & 21 Ave,Queens,11370
541,Ditmars Blvd & 43 St,Queens,11370
1193,Ditmars Blvd & 48 St,Queens,11370
761,Ditmars Blvd & 73 St,Queens,11370
1387,Ditmars Blvd & 76 St,Queens,11370
1402,Ditmars Blvd & 79 St,Queens,11370
46,Hazen St & 20 Ave,Queens,11370
763,Broadway & 12 St,Queens,11373
1136,Broadway & 49 St,Queens,11373
296,Broadway & 51 St,Queens,11373
1245,49 St & 31 Ave,Queens,11377
1220,50 St & 30 Ave,Queens,11377
1404,50 St & Northern Blvd,Queens,11377
287,51 St & Hobart St,Queens,11377
885,58 St & 32 Ave,Queens,11377
919,62 St & Northern Blvd,Queens,11377
433,Bulova Ave & Brooklyn Queens Expressway W,Queens,11377
1317,Centre St & Seneca Ave,Queens,11385
804,Cypress Ave & George St,Queens,11385
1279,Fairview Ave & Linden St,Queens,11385
403,Flushing Ave & Woodward Ave,Queens,11385
394,Forest Ave & Summerfield St,Queens,11385
1060,Hancock St & Wyckoff Ave,Queens,11385
1342,Harman St & Seneca Ave,Queens,11385
1041,Madison St & Cypress Ave,Queens,11385
646,Madison St & Forest Ave,Queens,11385
183,Madison St & Seneca Ave,Queens,11385
496,Madison St & Woodward Ave,Queens,11385
1276,Menahan St & Onderdonk Ave,Queens,11385
1207,Menahan St & Seneca Ave,Queens,11385
1082,Myrtle Ave & Linden St,Queens,11385
1233,Norman St & Wyckoff Ave,Queens,11385
272,Onderdonk Ave & Dekalb Ave,Queens,11385
6,Onderdonk Ave & Gates Ave,Queens,11385
1451,Stephen St & Seneca Ave,Queens,11385
1288,Woodward Ave & Harman St,Queens,11385
271,Wyckoff Av & Jefferson St,Queens,11385
864,Wyckoff Ave & Gates Ave,Queens,11385
668,Metropolitan Ave & Stewart Ave,Brooklyn,11415
